algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
gmm_shrunk,wines,178,3,13,9,0.42260306901050515,0.47127101887687833,0,1,1,1,1,0.2586174062083413,0.4827651875833175,1.1476088865612601,0.47127101887687844,8.461865575783373,0.00101775
gmm_shrunk,wines,178,3,13,10,0.42111113231803265,0.4098415297071726,0,1,1,1,1,0.26363232400177744,0.4727353519964451,1.2580174555273296,0.4098415297071727,8.02509420353386,0.001502542
gmm_ms_shrunk,wines,178,3,13,1,0.930923842197936,0.9016388475409562,0,0,0,0,0,0.030851266425442773,0.9382974671491144,0.2140422155408584,0.9016388475409561,9.110760616645004,0.297566708
gmm_ms_shrunk,wines,178,3,13,2,0.7546944040626887,0.7804728716541318,0,0,0,0,0,0.10975687170697646,0.7804862565860471,0.4769553803318673,0.7804728716541318,9.053297608926917,0.268619667
gmm_ms_shrunk,wines,178,3,13,3,0.9166954555553841,0.8974931888703083,0,0,0,0,0,0.03713578366025519,0.9257284326794896,0.22345894827401255,0.8974931888703083,9.116459776179752,0.273448042
gmm_ms_shrunk,wines,178,3,13,4,0.9149345307095362,0.8854636130870105,0,0,0,0,0,0.03796102329714975,0.9240779534057005,0.24943706963125079,0.8854636130870107,9.101025773441332,0.337449
gmm_ms_shrunk,wines,178,3,13,5,0.8515688400838234,0.8363710332981005,0,0,0,0,0,0.06608265092363359,0.8678346981527328,0.3571363185822623,0.8363710332981004,9.069731609806547,0.276559583
gmm_ms_shrunk,wines,178,3,13,6,0.8961288077970023,0.8770282178912251,0,0,0,0,0,0.04634037961023297,0.9073192407795341,0.267856378851549,0.8770282178912251,9.043404647930236,0.3314135
gmm_ms_shrunk,wines,178,3,13,7,0.7267712187594684,0.7645032610930191,0,0,0,0,0,0.12245286612073891,0.7550942677585222,0.510902513790203,0.7645032610930192,9.031047964437342,0.272891417
gmm_ms_shrunk,wines,178,3,13,8,0.9149345307095362,0.8854636130870105,0,0,0,0,0,0.03796102329714975,0.9240779534057005,0.24943706963125084,0.8854636130870107,9.101377026452159,0.249804042
gmm_ms_shrunk,wines,178,3,13,9,0.8992126984406978,0.8710426379033365,0,0,0,0,0,0.0449438202247191,0.9101123595505618,0.28103904456644124,0.8710426379033362,9.07790351089405,0.258286583
gmm_ms_shrunk,wines,178,3,13,10,0.8858103858022819,0.8721698270707182,0,0,0,0,0,0.05084745762711865,0.8983050847457628,0.2789555889772943,0.8721698270707181,9.090944141144133,0.292164334
gmm_rs_shrunk,wines,178,3,13,1,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.1869570426718,0.205640291
gmm_rs_shrunk,wines,178,3,13,2,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.18695750659294,0.162525
gmm_rs_shrunk,wines,178,3,13,3,0.8310138546541078,0.834976996318618,0,0,0,0,0,0.07617596648257474,0.8476480670348505,0.3561392766990412,0.8349769963186179,9.186948878191446,0.142788834
